cancer,cancer_label,volume,sex,per1,per2,country_code,country_label,cases,py,asr,rank
32,"Brain, central nervous system",10,1,2003,2007,124,"Canada",1108,15110792,6.16,12
28,"Testis",10,1,2003,2007,124,"Canada",832,15110792,4.95,13
11,"Liver",10,1,2003,2007,124,"Canada",939,15110792,4.39,14
37,"Multiple myeloma",10,1,2003,2007,124,"Canada",959,15110792,4.34,15
6,"Oesophagus",10,1,2003,2007,124,"Canada",932,15110792,4.28,16
33,"Thyroid",10,1,2003,2007,124,"Canada",607,15110792,3.15,17
15,"Larynx",10,1,2003,2007,124,"Canada",610,15110792,2.95,18
35,"Hodgkin lymphoma",10,1,2003,2007,124,"Canada",425,15110792,2.52,19
20,"Connective tissue",10,1,2003,2007,124,"Canada",458,15110792,2.32,20
12,"Gallbladder etc.",10,1,2003,2007,124,"Canada",444,15110792,1.93,21
8,"Small intestine",10,1,2003,2007,124,"Canada",316,15110792,1.49,22
17,"Bone",10,1,2003,2007,124,"Canada",166,15110792,1,23
26,"Penis",10,1,2003,2007,124,"Canada",210,15110792,.98,24
31,"Eye",10,1,2003,2007,124,"Canada",128,15110792,.64,25
21,"Breast",10,1,2003,2007,124,"Canada",117,15110792,.51,26
34,"Other endocrine",10,1,2003,2007,124,"Canada",67,15110792,.5,27
14,"Nose sinuses etc.",10,1,2003,2007,124,"Canada",104,15110792,.47,28
23,"Corpus uteri",10,1,2003,2007,124,"Canada",0,15110792,0,29
22,"Cervix uteri",10,1,2003,2007,124,"Canada",0,15110792,0,30
25,"Other female genital organs",10,1,2003,2007,124,"Canada",0,15110792,0,31
24,"Ovary etc.",10,1,2003,2007,124,"Canada",0,15110792,0,32
7,"Stomach",1,1,1962,1964,17001,"Colombia, Cali",166,665831,55.07,1
27,"Prostate",1,1,1962,1964,17001,"Colombia, Cali",70,665831,27.76,2
16,"Lung (incl. trachea and bronchus)",1,1,1962,1964,17001,"Colombia, Cali",45,665831,15.89,3
29,"Kidney",1,1,1962,1964,17001,"Colombia, Cali",39,665831,14.17,4
51,"Lip, oral cavity and pharynx",1,1,1962,1964,17001,"Colombia, Cali",42,665831,13.71,5
15,"Larynx",1,1,1962,1964,17001,"Colombia, Cali",26,665831,8.52,6
52,"Colorectum",1,1,1962,1964,17001,"Colombia, Cali",25,665831,7.62,7
36,"Non-Hodgkin lymphoma",1,1,1962,1964,17001,"Colombia, Cali",31,665831,6.34,8
26,"Penis",1,1,1962,1964,17001,"Colombia, Cali",15,665831,5.45,9
20,"Connective tissue",1,1,1962,1964,17001,"Colombia, Cali",22,665831,5.43,10
6,"Oesophagus",1,1,1962,1964,17001,"Colombia, Cali",15,665831,5.41,11
18,"Melanoma of skin",1,1,1962,1964,17001,"Colombia, Cali",16,665831,4.69,12
33,"Thyroid",1,1,1962,1964,17001,"Colombia, Cali",17,665831,4.5,13
38,"Leukaemia",1,1,1962,1964,17001,"Colombia, Cali",24,665831,4.14,14
11,"Liver",1,1,1962,1964,17001,"Colombia, Cali",13,665831,4.04,15
12,"Gallbladder etc.",1,1,1962,1964,17001,"Colombia, Cali",10,665831,3.4,16
35,"Hodgkin lymphoma",1,1,1962,1964,17001,"Colombia, Cali",17,665831,3.39,17
17,"Bone",1,1,1962,1964,17001,"Colombia, Cali",16,665831,3.36,18
30,"Bladder",1,1,1962,1964,17001,"Colombia, Cali",11,665831,3.32,19
32,"Brain, central nervous system",1,1,1962,1964,17001,"Colombia, Cali",19,665831,2.94,20
13,"Pancreas",1,1,1962,1964,17001,"Colombia, Cali",7,665831,2.92,21
28,"Testis",1,1,1962,1964,17001,"Colombia, Cali",10,665831,2.15,22
8,"Small intestine",1,1,1962,1964,17001,"Colombia, Cali",5,665831,1.65,23
31,"Eye",1,1,1962,1964,17001,"Colombia, Cali",6,665831,1.42,24
37,"Multiple myeloma",1,1,1962,1964,17001,"Colombia, Cali",2,665831,.37,25
14,"Nose sinuses etc.",1,1,1962,1964,17001,"Colombia, Cali",1,665831,.34,26
21,"Breast",1,1,1962,1964,17001,"Colombia, Cali",1,665831,.34,27
23,"Corpus uteri",1,1,1962,1964,17001,"Colombia, Cali",0,665831,0,28
24,"Ovary etc.",1,1,1962,1964,17001,"Colombia, Cali",0,665831,0,29
34,"Other endocrine",1,1,1962,1964,17001,"Colombia, Cali",0,665831,0,30
22,"Cervix uteri",1,1,1962,1964,17001,"Colombia, Cali",0,665831,0,31
25,"Other female genital organs",1,1,1962,1964,17001,"Colombia, Cali",0,665831,0,32
27,"Prostate",10,1,2003,2007,17001,"Colombia, Cali",2734,4809966,66.89,1
7,"Stomach",10,1,2003,2007,17001,"Colombia, Cali",1096,4809966,25.99,2
16,"Lung (incl. trachea and bronchus)",10,1,2003,2007,17001,"Colombia, Cali",810,4809966,19.03,3
52,"Colorectum",10,1,2003,2007,17001,"Colombia, Cali",716,4809966,16.73,4
36,"Non-Hodgkin lymphoma",10,1,2003,2007,17001,"Colombia, Cali",523,4809966,11.71,5
38,"Leukaemia",10,1,2003,2007,17001,"Colombia, Cali",348,4809966,7.65,6
30,"Bladder",10,1,2003,2007,17001,"Colombia, Cali",293,4809966,6.83,7
51,"Lip, oral cavity and pharynx",10,1,2003,2007,17001,"Colombia, Cali",248,4809966,5.84,8
32,"Brain, central nervous system",10,1,2003,2007,17001,"Colombia, Cali",254,4809966,5.77,9
29,"Kidney",10,1,2003,2007,17001,"Colombia, Cali",193,4809966,4.62,10
11,"Liver",10,1,2003,2007,17001,"Colombia, Cali",178,4809966,4.19,11
15,"Larynx",10,1,2003,2007,17001,"Colombia, Cali",169,4809966,4.16,12
18,"Melanoma of skin",10,1,2003,2007,17001,"Colombia, Cali",175,4809966,4.03,13
13,"Pancreas",10,1,2003,2007,17001,"Colombia, Cali",165,4809966,3.87,14
28,"Testis",10,1,2003,2007,17001,"Colombia, Cali",146,4809966,2.86,15
6,"Oesophagus",10,1,2003,2007,17001,"Colombia, Cali",120,4809966,2.85,16
20,"Connective tissue",10,1,2003,2007,17001,"Colombia, Cali",125,4809966,2.82,17
37,"Multiple myeloma",10,1,2003,2007,17001,"Colombia, Cali",113,4809966,2.72,18
12,"Gallbladder etc.",10,1,2003,2007,17001,"Colombia, Cali",108,4809966,2.56,19
33,"Thyroid",10,1,2003,2007,17001,"Colombia, Cali",107,4809966,2.29,20
17,"Bone",10,1,2003,2007,17001,"Colombia, Cali",92,4809966,1.87,21
35,"Hodgkin lymphoma",10,1,2003,2007,17001,"Colombia, Cali",77,4809966,1.68,22
26,"Penis",10,1,2003,2007,17001,"Colombia, Cali",63,4809966,1.45,23
14,"Nose sinuses etc.",10,1,2003,2007,17001,"Colombia, Cali",34,4809966,.83,24
31,"Eye",10,1,2003,2007,17001,"Colombia, Cali",30,4809966,.78,25
8,"Small intestine",10,1,2003,2007,17001,"Colombia, Cali",31,4809966,.74,26
21,"Breast",10,1,2003,2007,17001,"Colombia, Cali",18,4809966,.41,27
34,"Other endocrine",10,1,2003,2007,17001,"Colombia, Cali",6,4809966,.12,28
24,"Ovary etc.",10,1,2003,2007,17001,"Colombia, Cali",0,4809966,0,29
22,"Cervix uteri",10,1,2003,2007,17001,"Colombia, Cali",0,4809966,0,30
25,"Other female genital organs",10,1,2003,2007,17001,"Colombia, Cali",0,4809966,0,31
23,"Corpus uteri",10,1,2003,2007,17001,"Colombia, Cali",0,4809966,0,32
7,"Stomach",1,1,1953,1957,20800,"Denmark",4479,10996550,29.28,1
52,"Colorectum",1,1,1953,1957,20800,"Denmark",4289,10996550,28.33,2
16,"Lung (incl. trachea and bronchus)",1,1,1953,1957,20800,"Denmark",3274,10996550,23.97,3
27,"Prostate",1,1,1953,1957,20800,"Denmark",2602,10996550,15.71,4
29,"Kidney",1,1,1953,1957,20800,"Denmark",1481,10996550,10.23,5
38,"Leukaemia",1,1,1953,1957,20800,"Denmark",1032,10996550,8.04,6
51,"Lip, oral cavity and pharynx",1,1,1953,1957,20800,"Denmark",1077,10996550,7.62,7
32,"Brain, central nervous system",1,1,1953,1957,20800,"Denmark",803,10996550,6.58,8
13,"Pancreas",1,1,1953,1957,20800,"Denmark",830,10996550,5.69,9
30,"Bladder",1,1,1953,1957,20800,"Denmark",708,10996550,5.08,10
28,"Testis",1,1,1953,1957,20800,"Denmark",438,10996550,3.78,11
6,"Oesophagus",1,1,1953,1957,20800,"Denmark",509,10996550,3.27,12
35,"Hodgkin lymphoma",1,1,1953,1957,20800,"Denmark",299,10996550,2.55,13
11,"Liver",1,1,1953,1957,20800,"Denmark",378,10996550,2.46,14
36,"Non-Hodgkin lymphoma",1,1,1953,1957,20800,"Denmark",303,10996550,2.25,15
37,"Multiple myeloma",1,1,1953,1957,20800,"Denmark",256,10996550,1.83,16
18,"Melanoma of skin",1,1,1953,1957,20800,"Denmark",206,10996550,1.5,17
15,"Larynx",1,1,1953,1957,20800,"Denmark",196,10996550,1.44,18
12,"Gallbladder etc.",1,1,1953,1957,20800,"Denmark",203,10996550,1.36,19
20,"Connective tissue",1,1,1953,1957,20800,"Denmark",154,10996550,1.19,20
14,"Nose sinuses etc.",1,1,1953,1957,20800,"Denmark",154,10996550,1.1,21
26,"Penis",1,1,1953,1957,20800,"Denmark",146,10996550,1.01,22
17,"Bone",1,1,1953,1957,20800,"Denmark",109,10996550,.9,23
31,"Eye",1,1,1953,1957,20800,"Denmark",111,10996550,.89,24
8,"Small intestine",1,1,1953,1957,20800,"Denmark",76,10996550,.54,25
33,"Thyroid",1,1,1953,1957,20800,"Denmark",70,10996550,.52,26
21,"Breast",1,1,1953,1957,20800,"Denmark",57,10996550,.39,27
34,"Other endocrine",1,1,1953,1957,20800,"Denmark",36,10996550,.29,28
25,"Other female genital organs",1,1,1953,1957,20800,"Denmark",0,10996550,0,29
23,"Corpus uteri",1,1,1953,1957,20800,"Denmark",0,10996550,0,30
22,"Cervix uteri",1,1,1953,1957,20800,"Denmark",0,10996550,0,31
24,"Ovary etc.",1,1,1953,1957,20800,"Denmark",0,10996550,0,32
27,"Prostate",10,1,2003,2007,20800,"Denmark",17315,13411122,69.03,1
16,"Lung (incl. trachea and bronchus)",10,1,2003,2007,20800,"Denmark",10822,13411122,44.99,2
52,"Colorectum",10,1,2003,2007,20800,"Denmark",10346,13411122,42.58,3
30,"Bladder",10,1,2003,2007,20800,"Denmark",6464,13411122,26.22,4
18,"Melanoma of skin",10,1,2003,2007,20800,"Denmark",2959,13411122,14.39,5
51,"Lip, oral cavity and pharynx",10,1,2003,2007,20800,"Denmark",2489,13411122,11.82,6
36,"Non-Hodgkin lymphoma",10,1,2003,2007,20800,"Denmark",2523,13411122,11.6,7
28,"Testis",10,1,2003,2007,20800,"Denmark",1456,13411122,10.05,8
38,"Leukaemia",10,1,2003,2007,20800,"Denmark",2023,13411122,10.04,9
29,"Kidney",10,1,2003,2007,20800,"Denmark",2141,13411122,9.58,10
13,"Pancreas",10,1,2003,2007,20800,"Denmark",2112,13411122,8.84,11
7,"Stomach",10,1,2003,2007,20800,"Denmark",1751,13411122,7.46,12
32,"Brain, central nervous system",10,1,2003,2007,20800,"Denmark",1286,13411122,6.66,13
6,"Oesophagus",10,1,2003,2007,20800,"Denmark",1403,13411122,5.98,14
15,"Larynx",10,1,2003,2007,20800,"Denmark",1030,13411122,4.66,15
11,"Liver",10,1,2003,2007,20800,"Denmark",947,13411122,4.14,16
37,"Multiple myeloma",10,1,2003,2007,20800,"Denmark",882,13411122,3.67,17
20,"Connective tissue",10,1,2003,2007,20800,"Denmark",581,13411122,2.99,18
35,"Hodgkin lymphoma",10,1,2003,2007,20800,"Denmark",384,13411122,2.51,19
12,"Gallbladder etc.",10,1,2003,2007,20800,"Denmark",370,13411122,1.56,20
33,"Thyroid",10,1,2003,2007,20800,"Denmark",243,13411122,1.28,21
31,"Eye",10,1,2003,2007,20800,"Denmark",227,13411122,1.26,22
26,"Penis",10,1,2003,2007,20800,"Denmark",261,13411122,1.16,23
14,"Nose sinuses etc.",10,1,2003,2007,20800,"Denmark",220,13411122,.98,24
17,"Bone",10,1,2003,2007,20800,"Denmark",128,13411122,.94,25
8,"Small intestine",10,1,2003,2007,20800,"Denmark",205,13411122,.89,26
34,"Other endocrine",10,1,2003,2007,20800,"Denmark",111,13411122,.75,27
21,"Breast",10,1,2003,2007,20800,"Denmark",121,13411122,.51,28
24,"Ovary etc.",10,1,2003,2007,20800,"Denmark",0,13411122,0,29
25,"Other female genital organs",10,1,2003,2007,20800,"Denmark",0,13411122,0,30
23,"Corpus uteri",10,1,2003,2007,20800,"Denmark",0,13411122,0,31
22,"Cervix uteri",10,1,2003,2007,20800,"Denmark",0,13411122,0,32
16,"Lung (incl. trachea and bronchus)",1,1,1959,1961,24600,"Finland",3861,6417600,64.69,1
7,"Stomach",1,1,1959,1961,24600,"Finland",3040,6417600,53.13,2
27,"Prostate",1,1,1959,1961,24600,"Finland",935,6417600,17.56,3
51,"Lip, oral cavity and pharynx",1,1,1959,1961,24600,"Finland",805,6417600,13.61,4
52,"Colorectum",1,1,1959,1961,24600,"Finland",706,6417600,12.37,5
13,"Pancreas",1,1,1959,1961,24600,"Finland",464,6417600,8.07,6
6,"Oesophagus",1,1,1959,1961,24600,"Finland",396,6417600,7.06,7
38,"Leukaemia",1,1,1959,1961,24600,"Finland",416,6417600,6.91,8
15,"Larynx",1,1,1959,1961,24600,"Finland",428,6417600,6.84,9
29,"Kidney",1,1,1959,1961,24600,"Finland",373,6417600,6.74,10
32,"Brain, central nervous system",1,1,1959,1961,24600,"Finland",354,6417600,5.42,11
30,"Bladder",1,1,1959,1961,24600,"Finland",239,6417600,4,12
36,"Non-Hodgkin lymphoma",1,1,1959,1961,24600,"Finland",151,6417600,2.53,13
35,"Hodgkin lymphoma",1,1,1959,1961,24600,"Finland",160,6417600,2.51,14
17,"Bone",1,1,1959,1961,24600,"Finland",146,6417600,2.38,15
18,"Melanoma of skin",1,1,1959,1961,24600,"Finland",112,6417600,1.89,16
20,"Connective tissue",1,1,1959,1961,24600,"Finland",88,6417600,1.43,17
14,"Nose sinuses etc.",1,1,1959,1961,24600,"Finland",85,6417600,1.42,18
11,"Liver",1,1,1959,1961,24600,"Finland",79,6417600,1.39,19
37,"Multiple myeloma",1,1,1959,1961,24600,"Finland",75,6417600,1.25,20
28,"Testis",1,1,1959,1961,24600,"Finland",71,6417600,1.17,21
31,"Eye",1,1,1959,1961,24600,"Finland",66,6417600,1.07,22
26,"Penis",1,1,1959,1961,24600,"Finland",48,6417600,.85,23
33,"Thyroid",1,1,1959,1961,24600,"Finland",48,6417600,.81,24
12,"Gallbladder etc.",1,1,1959,1961,24600,"Finland",41,6417600,.74,25
8,"Small intestine",1,1,1959,1961,24600,"Finland",41,6417600,.7,26
34,"Other endocrine",1,1,1959,1961,24600,"Finland",39,6417600,.61,27
21,"Breast",1,1,1959,1961,24600,"Finland",20,6417600,.37,28
22,"Cervix uteri",1,1,1959,1961,24600,"Finland",0,6417600,0,29
25,"Other female genital organs",1,1,1959,1961,24600,"Finland",0,6417600,0,30
23,"Corpus uteri",1,1,1959,1961,24600,"Finland",0,6417600,0,31
24,"Ovary etc.",1,1,1959,1961,24600,"Finland",0,6417600,0,32
27,"Prostate",10,1,2003,2007,24600,"Finland",23663,12841925,102.18,1
16,"Lung (incl. trachea and bronchus)",10,1,2003,2007,24600,"Finland",8126,12841925,34.43,2
52,"Colorectum",10,1,2003,2007,24600,"Finland",6232,12841925,27.46,3
30,"Bladder",10,1,2003,2007,24600,"Finland",3358,12841925,14.2,4
36,"Non-Hodgkin lymphoma",10,1,2003,2007,24600,"Finland",2512,12841925,12.13,5
18,"Melanoma of skin",10,1,2003,2007,24600,"Finland",2162,12841925,10.56,6
29,"Kidney",10,1,2003,2007,24600,"Finland",2239,12841925,10.29,7
13,"Pancreas",10,1,2003,2007,24600,"Finland",2271,12841925,9.98,8
7,"Stomach",10,1,2003,2007,24600,"Finland",1990,12841925,8.63,9
38,"Leukaemia",10,1,2003,2007,24600,"Finland",1554,12841925,8.48,10
51,"Lip, oral cavity and pharynx",10,1,2003,2007,24600,"Finland",1426,12841925,6.79,11
32,"Brain, central nervous system",10,1,2003,2007,24600,"Finland",962,12841925,5.47,12
11,"Liver",10,1,2003,2007,24600,"Finland",1192,12841925,5.23,13
28,"Testis",10,1,2003,2007,24600,"Finland",578,12841925,4.49,14
6,"Oesophagus",10,1,2003,2007,24600,"Finland",773,12841925,3.51,15
37,"Multiple myeloma",10,1,2003,2007,24600,"Finland",817,12841925,3.48,16
20,"Connective tissue",10,1,2003,2007,24600,"Finland",467,12841925,2.66,17
35,"Hodgkin lymphoma",10,1,2003,2007,24600,"Finland",365,12841925,2.61,18
33,"Thyroid",10,1,2003,2007,24600,"Finland",439,12841925,2.4,19
15,"Larynx",10,1,2003,2007,24600,"Finland",517,12841925,2.37,20
12,"Gallbladder etc.",10,1,2003,2007,24600,"Finland",444,12841925,1.89,21
8,"Small intestine",10,1,2003,2007,24600,"Finland",238,12841925,1.12,22
17,"Bone",10,1,2003,2007,24600,"Finland",121,12841925,.75,23
26,"Penis",10,1,2003,2007,24600,"Finland",136,12841925,.65,24
31,"Eye",10,1,2003,2007,24600,"Finland",118,12841925,.65,25
14,"Nose sinuses etc.",10,1,2003,2007,24600,"Finland",118,12841925,.56,26
34,"Other endocrine",10,1,2003,2007,24600,"Finland",72,12841925,.54,27
21,"Breast",10,1,2003,2007,24600,"Finland",88,12841925,.41,28
22,"Cervix uteri",10,1,2003,2007,24600,"Finland",0,12841925,0,29
25,"Other female genital organs",10,1,2003,2007,24600,"Finland",0,12841925,0,30
24,"Ovary etc.",10,1,2003,2007,24600,"Finland",0,12841925,0,31
23,"Corpus uteri",10,1,2003,2007,24600,"Finland",0,12841925,0,32
7,"Stomach",1,1,1960,1963,37600,"Israel",1026,4551960,27.78,1
16,"Lung (incl. trachea and bronchus)",1,1,1960,1963,37600,"Israel",963,4551960,25.25,2
52,"Colorectum",1,1,1960,1963,37600,"Israel",684,4551960,18.1,3
27,"Prostate",1,1,1960,1963,37600,"Israel",463,4551960,13.66,4
29,"Kidney",1,1,1960,1963,37600,"Israel",446,4551960,11.75,5
32,"Brain, central nervous system",1,1,1960,1963,37600,"Israel",446,4551960,10.25,6
36,"Non-Hodgkin lymphoma",1,1,1960,1963,37600,"Israel",394,4551960,9.56,7
38,"Leukaemia",1,1,1960,1963,37600,"Israel",381,4551960,9.29,8
51,"Lip, oral cavity and pharynx",1,1,1960,1963,37600,"Israel",361,4551960,8.73,9
13,"Pancreas",1,1,1960,1963,37600,"Israel",321,4551960,8.48,10
15,"Larynx",1,1,1960,1963,37600,"Israel",302,4551960,7.75,11
30,"Bladder",1,1,1960,1963,37600,"Israel",242,4551960,6.37,12
6,"Oesophagus",1,1,1960,1963,37600,"Israel",137,4551960,3.87,13
12,"Gallbladder etc.",1,1,1960,1963,37600,"Israel",115,4551960,3.12,14
35,"Hodgkin lymphoma",1,1,1960,1963,37600,"Israel",121,4551960,2.85,15
20,"Connective tissue",1,1,1960,1963,37600,"Israel",113,4551960,2.7,16
18,"Melanoma of skin",1,1,1960,1963,37600,"Israel",101,4551960,2.32,17
37,"Multiple myeloma",1,1,1960,1963,37600,"Israel",83,4551960,2.09,18
11,"Liver",1,1,1960,1963,37600,"Israel",79,4551960,2.09,19
33,"Thyroid",1,1,1960,1963,37600,"Israel",81,4551960,2.03,20
28,"Testis",1,1,1960,1963,37600,"Israel",64,4551960,1.53,21
21,"Breast",1,1,1960,1963,37600,"Israel",54,4551960,1.45,22
31,"Eye",1,1,1960,1963,37600,"Israel",52,4551960,1.22,23
17,"Bone",1,1,1960,1963,37600,"Israel",53,4551960,1.22,24
14,"Nose sinuses etc.",1,1,1960,1963,37600,"Israel",24,4551960,.56,25
8,"Small intestine",1,1,1960,1963,37600,"Israel",21,4551960,.54,26
34,"Other endocrine",1,1,1960,1963,37600,"Israel",21,4551960,.47,27
26,"Penis",1,1,1960,1963,37600,"Israel",3,4551960,.08,28
23,"Corpus uteri",1,1,1960,1963,37600,"Israel",0,4551960,0,29
22,"Cervix uteri",1,1,1960,1963,37600,"Israel",0,4551960,0,30
25,"Other female genital organs",1,1,1960,1963,37600,"Israel",0,4551960,0,31
24,"Ovary etc.",1,1,1960,1963,37600,"Israel",0,4551960,0,32
27,"Prostate",10,1,2003,2007,37600,"Israel",12304,16429900,54.59,1
52,"Colorectum",10,1,2003,2007,37600,"Israel",8239,16429900,32.92,2
16,"Lung (incl. trachea and bronchus)",10,1,2003,2007,37600,"Israel",5880,16429900,26.74,3
30,"Bladder",10,1,2003,2007,37600,"Israel",5033,16429900,20.14,4
36,"Non-Hodgkin lymphoma",10,1,2003,2007,37600,"Israel",3198,16429900,15.52,5
29,"Kidney",10,1,2003,2007,37600,"Israel",2390,16429900,11.66,6
18,"Melanoma of skin",10,1,2003,2007,37600,"Israel",2216,16429900,10.76,7
38,"Leukaemia",10,1,2003,2007,37600,"Israel",2033,16429900,9.15,8
7,"Stomach",10,1,2003,2007,37600,"Israel",2015,16429900,7.91,9
13,"Pancreas",10,1,2003,2007,37600,"Israel",1658,16429900,6.63,10
32,"Brain, central nervous system",10,1,2003,2007,37600,"Israel",1144,16429900,6.22,11
33,"Thyroid",10,1,2003,2007,37600,"Israel",779,16429900,4.41,12
28,"Testis",10,1,2003,2007,37600,"Israel",694,16429900,4.08,13
51,"Lip, oral cavity and pharynx",10,1,2003,2007,37600,"Israel",869,16429900,4.03,14
37,"Multiple myeloma",10,1,2003,2007,37600,"Israel",922,16429900,4.02,15
15,"Larynx",10,1,2003,2007,37600,"Israel",778,16429900,3.82,16
35,"Hodgkin lymphoma",10,1,2003,2007,37600,"Israel",599,16429900,3.51,17
20,"Connective tissue",10,1,2003,2007,37600,"Israel",554,16429900,2.75,18
11,"Liver",10,1,2003,2007,37600,"Israel",629,16429900,2.62,19
12,"Gallbladder etc.",10,1,2003,2007,37600,"Israel",335,16429900,1.45,20
6,"Oesophagus",10,1,2003,2007,37600,"Israel",357,16429900,1.38,21
17,"Bone",10,1,2003,2007,37600,"Israel",223,16429900,1.26,22
21,"Breast",10,1,2003,2007,37600,"Israel",238,16429900,1.02,23
8,"Small intestine",10,1,2003,2007,37600,"Israel",196,16429900,.86,24
34,"Other endocrine",10,1,2003,2007,37600,"Israel",99,16429900,.59,25
31,"Eye",10,1,2003,2007,37600,"Israel",91,16429900,.45,26
14,"Nose sinuses etc.",10,1,2003,2007,37600,"Israel",76,16429900,.36,27
26,"Penis",10,1,2003,2007,37600,"Israel",48,16429900,.23,28
23,"Corpus uteri",10,1,2003,2007,37600,"Israel",0,16429900,0,29
25,"Other female genital organs",10,1,2003,2007,37600,"Israel",0,16429900,0,30
22,"Cervix uteri",10,1,2003,2007,37600,"Israel",0,16429900,0,31
24,"Ovary etc.",10,1,2003,2007,37600,"Israel",0,16429900,0,32
7,"Stomach",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",1244,1697140,95.33,1
16,"Lung (incl. trachea and bronchus)",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",186,1697140,14.07,2
6,"Oesophagus",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",171,1697140,13.41,3
52,"Colorectum",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",109,1697140,8.81,4
13,"Pancreas",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",78,1697140,6.08,5
11,"Liver",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",78,1697140,6.01,6
29,"Kidney",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",45,1697140,4.14,7
27,"Prostate",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",46,1697140,3.83,8
38,"Leukaemia",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",56,1697140,3.78,9
51,"Lip, oral cavity and pharynx",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",43,1697140,3.23,10
36,"Non-Hodgkin lymphoma",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",41,1697140,2.95,11
15,"Larynx",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",31,1697140,2.82,12
14,"Nose sinuses etc.",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",36,1697140,2.73,13
17,"Bone",1,1,1959,1960,39203,"Japan, Miyagi Prefecture",35,1697140,2.37,14
