country_label,country_code,area_code,area_label,cause,cause_num,hdi,year,risk,rank
"Australia",36,"18","Australia/New Zealand","Major NCDs",0,2,2013,9.359098,12
"Australia",36,"18","Australia/New Zealand","Major NCDs",0,2,2014,9.330482,12
"Australia",36,"18","Australia/New Zealand","Major NCDs",0,2,2015,9.323126,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2000,7.606865,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2001,7.4698,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2002,7.40884,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2003,7.277759,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2004,7.106485,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2005,6.969199,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2006,6.70284,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2007,6.742641,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2008,6.614958,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2009,6.445929,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2010,6.328276,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2011,6.250242,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2012,6.038362,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2013,6.007229,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2014,5.874734,12
"Australia",36,"18","Australia/New Zealand","Malignant neoplasms",1,2,2015,5.960216,12
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2000,13.48273,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2001,12.8771,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2002,12.26436,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2003,11.93232,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2004,11.74522,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2005,10.91565,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2006,10.67496,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2007,10.40583,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2008,10.29742,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2009,9.887068,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2010,9.611523,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2011,9.445651,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2012,9.001,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2013,8.663398,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2014,8.32011,6
"Brazil",76,"8","South America","Cardiovascular diseases",2,1,2015,8.180835,6
"Brazil",76,"8","South America","Major NCDs",0,1,2000,24.41662,6
"Brazil",76,"8","South America","Major NCDs",0,1,2001,23.58586,6
"Brazil",76,"8","South America","Major NCDs",0,1,2002,22.81546,6
"Brazil",76,"8","South America","Major NCDs",0,1,2003,22.24606,6
"Brazil",76,"8","South America","Major NCDs",0,1,2004,21.97715,6
"Brazil",76,"8","South America","Major NCDs",0,1,2005,20.76856,6
"Brazil",76,"8","South America","Major NCDs",0,1,2006,20.39353,6
"Brazil",76,"8","South America","Major NCDs",0,1,2007,19.99701,6
"Brazil",76,"8","South America","Major NCDs",0,1,2008,19.86973,6
"Brazil",76,"8","South America","Major NCDs",0,1,2009,19.32439,6
"Brazil",76,"8","South America","Major NCDs",0,1,2010,19.03092,6
"Brazil",76,"8","South America","Major NCDs",0,1,2011,18.80598,6
"Brazil",76,"8","South America","Major NCDs",0,1,2012,18.1598,6
"Brazil",76,"8","South America","Major NCDs",0,1,2013,17.70288,6
"Brazil",76,"8","South America","Major NCDs",0,1,2014,17.09299,6
"Brazil",76,"8","South America","Major NCDs",0,1,2015,16.96344,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2000,7.948346,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2001,7.84931,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2002,7.733804,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2003,7.589908,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2004,7.55787,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2005,7.368398,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2006,7.255045,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2007,7.163623,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2008,7.192229,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2009,7.058758,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2010,7.07347,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2011,6.96735,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2012,6.911934,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2013,6.806047,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2014,6.682232,6
"Brazil",76,"8","South America","Malignant neoplasms",1,1,2015,6.681332,6
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2000,19.9714,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2001,19.5623,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2002,19.28771,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2003,19.37775,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2004,18.78428,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2005,17.92155,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2006,17.77652,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2007,16.7329,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2008,15.67816,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2009,16.08898,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2010,16.03226,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2011,15.69428,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2012,14.80293,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2013,14.39498,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2014,15.19513,9
"Bulgaria",100,"14","Eastern Europe","Cardiovascular diseases",2,1,2015,14.43258,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2000,28.45358,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2001,28.04537,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2002,27.94313,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2003,27.9483,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2004,27.49721,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2005,27.44244,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2006,27.27993,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2007,26.28907,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2008,25.38241,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2009,25.47963,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2010,25.12049,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2011,24.84215,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2012,24.17892,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2013,23.62777,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2014,24.47715,9
"Bulgaria",100,"14","Eastern Europe","Major NCDs",0,1,2015,23.79683,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2000,8.716118,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2001,8.776854,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2002,9.028402,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2003,8.919271,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2004,9.084301,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2005,9.711346,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2006,9.618299,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2007,9.532886,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2008,9.636333,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2009,9.184587,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2010,8.815579,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2011,8.895716,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2012,9.343056,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2013,9.222792,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2014,9.178762,9
"Bulgaria",100,"14","Eastern Europe","Malignant neoplasms",1,1,2015,9.297938,9
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2000,5.946736,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2001,5.958252,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2002,5.671517,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2003,5.835997,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2004,5.543381,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2005,5.458908,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2006,5.234908,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2007,5.397856,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2008,5.059551,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2009,5.050047,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2010,5.066941,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2011,4.882479,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2012,4.826335,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2013,4.89558,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2014,4.851988,16
"Chile",152,"8","South America","Cardiovascular diseases",2,2,2015,4.666015,16
"Chile",152,"8","South America","Major NCDs",0,2,2000,14.58531,16
"Chile",152,"8","South America","Major NCDs",0,2,2001,14.90598,16
"Chile",152,"8","South America","Major NCDs",0,2,2002,14.39587,16
"Chile",152,"8","South America","Major NCDs",0,2,2003,14.5202,16
"Chile",152,"8","South America","Major NCDs",0,2,2004,14.07326,16
"Chile",152,"8","South America","Major NCDs",0,2,2005,13.93742,16
"Chile",152,"8","South America","Major NCDs",0,2,2006,13.63961,16
"Chile",152,"8","South America","Major NCDs",0,2,2007,13.71969,16
"Chile",152,"8","South America","Major NCDs",0,2,2008,13.1517,16
"Chile",152,"8","South America","Major NCDs",0,2,2009,13.37619,16
"Chile",152,"8","South America","Major NCDs",0,2,2010,13.32393,16
"Chile",152,"8","South America","Major NCDs",0,2,2011,13.15858,16
"Chile",152,"8","South America","Major NCDs",0,2,2012,13.02858,16
"Chile",152,"8","South America","Major NCDs",0,2,2013,12.86585,16
"Chile",152,"8","South America","Major NCDs",0,2,2014,12.60123,16
"Chile",152,"8","South America","Major NCDs",0,2,2015,12.49619,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2000,7.50927,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2001,7.54908,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2002,7.446656,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2003,7.377085,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2004,7.124383,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2005,7.104218,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2006,7.04308,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2007,6.869282,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2008,6.789978,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2009,7.039402,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2010,6.840008,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2011,6.892322,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2012,6.787749,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2013,6.729249,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2014,6.541333,16
"Chile",152,"8","South America","Malignant neoplasms",1,2,2015,6.568558,16
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2000,10.51362,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2001,10.07755,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2002,9.71416,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2003,9.530842,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2004,9.386039,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2005,9.218339,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2006,9.366043,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2007,8.997695,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2008,8.80808,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2009,8.37871,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2010,8.282639,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2011,7.994101,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2012,7.765124,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2013,7.699444,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2014,7.557419,7
"Colombia",170,"8","South America","Cardiovascular diseases",2,1,2015,7.438014,7
"Colombia",170,"8","South America","Major NCDs",0,1,2000,20.61333,7
"Colombia",170,"8","South America","Major NCDs",0,1,2001,20.01502,7
"Colombia",170,"8","South America","Major NCDs",0,1,2002,19.62706,7
"Colombia",170,"8","South America","Major NCDs",0,1,2003,19.65198,7
"Colombia",170,"8","South America","Major NCDs",0,1,2004,19.22674,7
"Colombia",170,"8","South America","Major NCDs",0,1,2005,18.78399,7
"Colombia",170,"8","South America","Major NCDs",0,1,2006,18.8884,7
"Colombia",170,"8","South America","Major NCDs",0,1,2007,18.3497,7
"Colombia",170,"8","South America","Major NCDs",0,1,2008,18.07149,7
"Colombia",170,"8","South America","Major NCDs",0,1,2009,17.4427,7
"Colombia",170,"8","South America","Major NCDs",0,1,2010,17.29537,7
"Colombia",170,"8","South America","Major NCDs",0,1,2011,16.67569,7
"Colombia",170,"8","South America","Major NCDs",0,1,2012,16.54575,7
"Colombia",170,"8","South America","Major NCDs",0,1,2013,16.51537,7
"Colombia",170,"8","South America","Major NCDs",0,1,2014,16.25259,7
"Colombia",170,"8","South America","Major NCDs",0,1,2015,15.94443,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2000,7.790525,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2001,7.598975,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2002,7.669258,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2003,7.701681,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2004,7.609059,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2005,7.43555,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2006,7.453466,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2007,7.442356,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2008,7.29283,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2009,7.39055,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2010,7.323172,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2011,7.131563,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2012,7.205558,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2013,7.314772,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2014,7.251058,7
"Colombia",170,"8","South America","Malignant neoplasms",1,1,2015,7.125666,7
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2000,6.733144,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2001,6.561512,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2002,6.003366,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2003,5.63738,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2004,5.765556,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2005,5.532523,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2006,5.553462,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2007,5.006501,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2008,5.025914,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2009,5.074906,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2010,5.63017,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2011,5.37438,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2012,5.415208,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2013,4.973564,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2014,4.935487,4
"Costa Rica",188,"7","Central America","Cardiovascular diseases",2,1,2015,5.048139,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2000,14.14896,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2001,14.11827,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2002,13.2178,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2003,13.39213,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2004,13.66296,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2005,12.61408,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2006,12.99281,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2007,11.7023,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2008,11.70446,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2009,11.56005,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2010,13.02262,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2011,12.12348,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2012,12.11322,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2013,11.76707,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2014,11.3036,4
"Costa Rica",188,"7","Central America","Major NCDs",0,1,2015,11.60791,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2000,5.665166,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2001,5.899226,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2002,5.670213,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2003,5.726967,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2004,6.069063,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2005,5.583094,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2006,6.015163,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2007,5.36764,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2008,5.334302,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2009,5.267564,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2010,6.086268,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2011,5.620577,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2012,5.65026,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2013,5.740918,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2014,5.384016,4
"Costa Rica",188,"7","Central America","Malignant neoplasms",1,1,2015,5.53229,4
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2000,3.904812,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2001,3.78366,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2002,3.662088,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2003,3.598087,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2004,3.280858,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2005,3.258463,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2006,3.121843,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2007,3.037173,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2008,2.981045,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2009,2.911167,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2010,2.817734,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2011,2.676488,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2012,2.632754,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2013,2.556163,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2014,2.445985,19
"France",250,"17","Western Europe","Cardiovascular diseases",2,2,2015,2.375301,19
"France",250,"17","Western Europe","Major NCDs",0,2,2000,13.81809,19
"France",250,"17","Western Europe","Major NCDs",0,2,2001,13.54285,19
"France",250,"17","Western Europe","Major NCDs",0,2,2002,13.36458,19
"France",250,"17","Western Europe","Major NCDs",0,2,2003,13.23764,19
"France",250,"17","Western Europe","Major NCDs",0,2,2004,12.69284,19
"France",250,"17","Western Europe","Major NCDs",0,2,2005,12.61733,19
"France",250,"17","Western Europe","Major NCDs",0,2,2006,12.34486,19
"France",250,"17","Western Europe","Major NCDs",0,2,2007,12.17169,19
"France",250,"17","Western Europe","Major NCDs",0,2,2008,12.05152,19
"France",250,"17","Western Europe","Major NCDs",0,2,2009,11.96391,19
"France",250,"17","Western Europe","Major NCDs",0,2,2010,11.78579,19
"France",250,"17","Western Europe","Major NCDs",0,2,2011,11.53046,19
"France",250,"17","Western Europe","Major NCDs",0,2,2012,11.40872,19
"France",250,"17","Western Europe","Major NCDs",0,2,2013,11.18846,19
"France",250,"17","Western Europe","Major NCDs",0,2,2014,10.91743,19
"France",250,"17","Western Europe","Major NCDs",0,2,2015,10.77358,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2000,9.389569,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2001,9.26795,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2002,9.228991,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2003,9.125927,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2004,8.927507,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2005,8.862327,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2006,8.767633,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2007,8.658576,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2008,8.584333,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2009,8.579769,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2010,8.505775,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2011,8.332448,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2012,8.247234,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2013,8.117789,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2014,7.979936,19
"France",250,"17","Western Europe","Malignant neoplasms",1,2,2015,7.866252,19
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2000,4.701998,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2001,4.477803,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2002,4.238143,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2003,4.050341,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2004,3.664932,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2005,3.582268,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2006,3.376003,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2007,3.275625,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2008,3.198384,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2009,3.121776,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2010,2.918903,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2011,2.911902,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2012,2.856882,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2013,2.729522,15
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2014,2.678371,15
